attacker_seeds,held_out_seed,recipe,strategy,n_chosen_types,misattribution_rate,attack_to_benign_rate,cross_family_rate,wrong_family_or_benign_rate,n_flows
"(1, 3, 4)",2,global80,oracle_per_model,11,0.8725469991527558,0.21976826727118684,0.39560577957912574,0.6153740468503126,87342
"(1, 3, 4)",0,dense,random_attack_type,33,0.4549954236316176,0.07245300534770993,0.27894174646869824,0.35139475181640817,519330
"(1, 3, 4)",0,dense,exposed_set,13,0.5180725954043246,0.1283213583677896,0.20888124449264556,0.3372026028604352,118024
"(1, 3, 4)",0,dense,oracle_per_model,10,0.8702114143040761,0.19641881011124737,0.5396161744500421,0.7360349845612895,67687
"(1, 3, 4)",2,dense,random_attack_type,33,0.4574079809804084,0.09560343267764969,0.26591068741569895,0.3615141200933486,519330
"(1, 3, 4)",2,dense,exposed_set,13,0.5870331458008541,0.18136989086965363,0.1879024605165051,0.36927235138615877,118024
"(1, 3, 4)",2,dense,oracle_per_model,10,0.876819760004873,0.2919991472254371,0.2889992081379058,0.5809983553633429,65668
"(2, 3, 4)",0,default_layerwise80,random_attack_type,33,0.5979799948200215,0.010289464257571239,0.4014026627313274,0.4116921269888986,519330
"(2, 3, 4)",0,default_layerwise80,exposed_set,17,0.5793020024192984,0.02190364794209679,0.3984744424117006,0.4203780903537974,200058
"(2, 3, 4)",0,default_layerwise80,oracle_per_model,17,0.9835917768481651,0.020434677911619598,0.5854487621031647,0.6058834400147842,178569
"(2, 3, 4)",1,default_layerwise80,random_attack_type,33,0.5629828980864503,0.28172503544235605,0.18706882477253364,0.46879386021488983,519330
"(2, 3, 4)",1,default_layerwise80,exposed_set,17,0.8436503414009937,0.3952303831888752,0.20270121664717233,0.5979315998360476,200058
"(2, 3, 4)",1,default_layerwise80,oracle_per_model,13,0.9874432318850404,0.37802480851352266,0.20364502135158952,0.5816698298651122,118024
"(2, 3, 4)",0,protect_conv0,random_attack_type,33,0.47276772420558966,0.04737582877688891,0.3121984362183689,0.3595742649952578,519330
"(2, 3, 4)",0,protect_conv0,exposed_set,17,0.5684101610532946,0.08056663567565406,0.2565805916284278,0.3371472273040818,200058
"(2, 3, 4)",0,protect_conv0,oracle_per_model,14,0.8648000999683924,0.09252956785722162,0.5535970244702043,0.6461265923274259,136043
"(2, 3, 4)",1,protect_conv0,random_attack_type,33,0.45655742176117303,0.07300794849292272,0.281298079215205,0.3543060277081277,519330
"(2, 3, 4)",1,protect_conv0,exposed_set,17,0.5502954143298444,0.1162412900258925,0.2377060652410801,0.3539473552669726,200058
"(2, 3, 4)",1,protect_conv0,oracle_per_model,11,0.8650248448627236,0.18874081198049047,0.4386320441482906,0.6273728561287811,87342
"(2, 3, 4)",0,global80,random_attack_type,33,0.460272203689879,0.05076335975192665,0.305370567728599,0.35613392748052564,519330
"(2, 3, 4)",0,global80,exposed_set,17,0.5808265602975138,0.086739845444821,0.2805686350958222,0.3673084805406432,200058
"(2, 3, 4)",0,global80,oracle_per_model,12,0.8699624669195705,0.14067358295012025,0.4291651153664255,0.5698386983165458,99379
"(2, 3, 4)",1,global80,random_attack_type,33,0.46481592316542714,0.09586087198878956,0.26292358917817804,0.3587844611669676,519330
"(2, 3, 4)",1,global80,exposed_set,17,0.5454568175229184,0.15222085595177398,0.20931429885333253,0.3615351548051065,200058
"(2, 3, 4)",1,global80,oracle_per_model,11,0.8762605990667804,0.29466659976920373,0.38610706938939343,0.6807736691585972,79724
"(2, 3, 4)",0,dense,random_attack_type,33,0.4549954236316176,0.07245300534770993,0.27894174646869824,0.35139475181640817,519330
"(2, 3, 4)",0,dense,exposed_set,17,0.4998850333403313,0.10426976176908696,0.24328444751022205,0.347554209279309,200058
"(2, 3, 4)",0,dense,oracle_per_model,10,0.8702114143040761,0.19641881011124737,0.5396161744500421,0.7360349845612895,67687
"(2, 3, 4)",1,dense,random_attack_type,33,0.4464005124449036,0.08227703985386489,0.2645940449743389,0.34687108482820384,519330
"(2, 3, 4)",1,dense,exposed_set,17,0.5288666286776835,0.12901258634995852,0.23175279169040977,0.3607653780403683,200058
"(2, 3, 4)",1,dense,oracle_per_model,11,0.8491676398525337,0.19990382633784434,0.43606741315747294,0.6359712394953173,87342
