set_id,architecture,budget,target,observed,additive_prediction,interaction_residual
shallow_b40_s22433,shallow,0.4,raw_hsr_delta,0.28367299675775826,0.29706284237951686,-0.0133898456217586
shallow_b40_s22435,shallow,0.4,raw_hsr_delta,0.16998610467809172,0.2669890329486733,-0.0970029282705816
shallow_b40_s22437,shallow,0.4,raw_hsr_delta,0.23874478925428438,0.2830416099760099,-0.04429682072172553
shallow_b40_s22439,shallow,0.4,raw_hsr_delta,0.331959240389069,0.29815283217766936,0.03380640821139963
shallow_b40_s22441,shallow,0.4,raw_hsr_delta,0.3161648911533117,0.2996736479829967,0.016491243170314973
shallow_b40_s22443,shallow,0.4,raw_hsr_delta,0.30773506252894856,0.2683213623758617,0.03941370015308687
shallow_b40_s22445,shallow,0.4,raw_hsr_delta,0.19011116257526633,0.2599299488211127,-0.06981878624584636
shallow_b40_s22447,shallow,0.4,raw_hsr_delta,0.2472209356183418,0.3025052519151537,-0.05528431629681191
shallow_b40_s22449,shallow,0.4,raw_hsr_delta,0.268202871699861,0.31431203864178175,-0.04610916694192074
shallow_b40_s22451,shallow,0.4,raw_hsr_delta,0.17524316813339508,0.2760697681149022,-0.10082659998150711
shallow_b40_s22453,shallow,0.4,raw_hsr_delta,0.20780453913849006,0.24851198256596005,-0.040707443427469986
shallow_b40_s22455,shallow,0.4,raw_hsr_delta,0.21556276053728574,0.2671473615063101,-0.05158460096902434
shallow_b40_s22457,shallow,0.4,raw_hsr_delta,0.22654006484483558,0.2732263164675478,-0.04668625162271223
shallow_b40_s22459,shallow,0.4,raw_hsr_delta,0.239300602130616,0.29474069020084426,-0.055440088070228266
shallow_b40_s22461,shallow,0.4,raw_hsr_delta,0.2478693839740621,0.25420427118575833,-0.006334887211696227
shallow_b40_s22463,shallow,0.4,raw_hsr_delta,0.3296433534043539,0.29262748863565136,0.037015864768702555
shallow_b40_s22465,shallow,0.4,raw_hsr_delta,0.2965956461324687,0.3092713743578355,-0.012675728225366834
shallow_b40_s22427,shallow,0.4,raw_fine_f1_loss,0.47379549888136924,0.48108075178707527,-0.00728525290570603
shallow_b40_s22429,shallow,0.4,raw_fine_f1_loss,0.48631149332984513,0.48805876290075195,-0.0017472695709068176
shallow_b40_s22431,shallow,0.4,raw_fine_f1_loss,0.43201953441525937,0.4782756589179409,-0.04625612450268152
shallow_b40_s22433,shallow,0.4,raw_fine_f1_loss,0.504133169848063,0.4972258823951724,0.006907287452890598
shallow_b40_s22435,shallow,0.4,raw_fine_f1_loss,0.3599483649091026,0.47949396432419733,-0.11954559941509474
shallow_b40_s22437,shallow,0.4,raw_fine_f1_loss,0.46138534792711916,0.4948644302725929,-0.033479082345473754
shallow_b40_s22439,shallow,0.4,raw_fine_f1_loss,0.5226873035494427,0.4981399308011816,0.02454737274826113
shallow_b40_s22441,shallow,0.4,raw_fine_f1_loss,0.5044618045820938,0.5006218339074712,0.003839970674622606
shallow_b40_s22443,shallow,0.4,raw_fine_f1_loss,0.5052734026159565,0.4913417993703003,0.013931603245656232
shallow_b40_s22445,shallow,0.4,raw_fine_f1_loss,0.3991763859859745,0.47412160843092543,-0.07494522244495094
